"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id"
"N534-11","USD","N534-11-0","Vl. Arapuá","0","68303"
"N535-11","USD","N535-11-0","Jd. Celeste","0","79183"
"N536-11","USD","N536-11-0","Jd. Itápolis","0","82594"
"N537-11","USD","N537-11-0","Term. Vl. Prudente","0","82596"
"N538-11","USD","N538-11-0","Jd. Celeste","0","61170"
"N539-11","USD","N539-11-0","Hosp. Heliópolis","0","57587"
"N540-11","USD","N540-11-0","Jd. São Roberto","0","70786"
"N601-11","USD","N601-11-0","Term. Pq. D. Pedro Ii","0","51982"
"N601-11","USD","N601-11-1","Term. Grajaú","1","80183"
"N602-11","USD","N602-11-0","Term. Sto. Amaro","0","81171"
"N603-11","USD","N603-11-0","Term. Pinheiros","0","59878"
"N603-11","USD","N603-11-1","Metrô Jabaquara","1","59138"
"N604-11","USD","N604-11-0","Term. Pq. D. Pedro Ii","0","70404"
"N604-11","USD","N604-11-1","Metrô Jabaquara","1","70403"
"N631-11","USD","N631-11-0","Term. Sto. Amaro","0","62188"
"N631-11","USD","N631-11-1","Term. Grajaú","1","70244"
"N632-11","USD","N632-11-0","Term. Sto. Amaro","0","62190"
"N632-11","USD","N632-11-1","Term. Grajaú","1","62570"
"N633-11","USD","N633-11-0","Morumbi Shop.","0","61797"
"N634-11","USD","N634-11-0","Jd. Luso","0","81163"
"N635-11","USD","N635-11-0","Jd. Gaivotas","0","79310"
"N636-11","USD","N636-11-0","Jd. Noronha","0","73159"
"N637-11","USD","N637-11-0","Vl. Missionária","0","72971"
"N638-11","USD","N638-11-0","Unisa","0","73160"
"N639-11","USD","N639-11-0","Vargem Grande","0","80483"
"N640-11","USD","N640-11-0","Eldorado","0","81173"
"N701-11","USD","N701-11-0","Term. Pq. D. Pedro Ii","0","81202"
"N701-11","USD","N701-11-1","Term. Sto. Amaro","1","81203"
"N702-11","USD","N702-11-0","Term. Pq. D. Pedro Ii","0","81222"
"N702-11","USD","N702-11-1","Term. Sto. Amaro","1","81223"
"N703-11","USD","N703-11-0","Term. Sto. Amaro","0","81272"
"N703-11","USD","N703-11-1","Term. Jd. âNgela","1","81273"
"N704-11","USD","N704-11-0","Term. Sto. Amaro","0","81232"
"N704-11","USD","N704-11-1","Term. Capelinha","1","81233"
"N705-11","USD","N705-11-0","Term. Pinheiros","0","81283"
"N705-11","USD","N705-11-1","Term. Sto. Amaro","1","81284"
"N706-11","USD","N706-11-0","Term. Pinheiros","0","57518"
"N706-11","USD","N706-11-1","Term. Campo Limpo","1","68397"
"N731-11","USD","N731-11-0","Term. Sto. Amaro","0","81226"
"N731-11","USD","N731-11-1","Term. Capelinha","1","81227"
"N732-11","USD","N732-11-0","Term. Jd. Jacira","0","81777"
"N733-11","USD","N733-11-0","Vl. Gilda","0","79247"
"N734-11","USD","N734-11-0","Valo Velho","0","59619"
"N735-11","USD","N735-11-0","Jd. Guarujá","0","61953"
"N736-11","USD","N736-11-0","Jd. Horizonte Azul","0","62540"
"N737-11","USD","N737-11-0","Pq. Do Lago","0","59768"
"N738-11","USD","N738-11-0","Pq. Do Lago","0","81613"
"N739-11","USD","N739-11-0","Jd. Universal","0","82634"
"N740-11","USD","N740-11-0","Jd. Riviera","0","81614"
"N741-11","USD","N741-11-0","Valo Velho","0","59616"
"N742-11","USD","N742-11-0","Term. Pinheiros","0","62503"
"N742-11","USD","N742-11-1","Term. João Dias","1","62504"
"N743-11","USD","N743-11-0","Jd. Planalto","0","78862"
"N744-11","USD","N744-11-0","Jd. Vaz De Lima","0","80903"
"N745-11","USD","N745-11-0","Term. Campo Limpo","0","82637"
"N745-11","USD","N745-11-1","Term. Capelinha","1","82638"
"N746-11","USD","N746-11-0","Jd. Irene","0","59154"
"N801-11","USD","N801-11-0","Term. Pq. D. Pedro Ii","0","64004"
"N801-11","USD","N801-11-1","Metrô Butantã","1","70876"
"N802-11","USD","N802-11-0","Term. Pq. D. Pedro Ii","0","60285"
"N802-11","USD","N802-11-1","Term. Pinheiros","1","60286"
"N831-11","USD","N831-11-0","Pq. Da Lapa","0","71906"
"N832-11","USD","N832-11-0","Pq. Continental","0","73021"
"N833-11","USD","N833-11-0","Ceasa","0","59560"
"N834-11","USD","N834-11-0","Term. Pinheiros","0","71907"
"N835-11","USD","N835-11-0","Jd. João Xxiii","0","61954"
"N836-11","USD","N836-11-0","Pq. Continental","0","73022"
"N837-11","USD","N837-11-0","Cdhu Butantã","0","62534"
"N838-11","USD","N838-11-0","Est. Leopoldina","0","52072"
"N839-11","USD","N839-11-0","Metrô Vl. Mariana","0","63767"
"N840-11","USD","N840-11-0","Sta. Cecília","0","79253"
"N841-11","USD","N841-11-0","Sta. Cecília","0","68304"
"N842-11","USD","N842-11-0","Cohab Raposo Tavares","0","80936"
"N843-11","USD","N843-11-0","Pq. Arariba","0","62557"
